tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-02-11T07:37:47.000Z,2016-02-11T07:57:46.000Z,5.7,19.5,10280,10167
2016-02-03T08:53:58.000Z,2016-02-03T09:08:45.000Z,1.7,11,10011,10018
2016-02-04T15:59:37.000Z,2016-02-04T16:26:09.000Z,3.5,18.5,10278,10154
2016-02-08T09:49:31.000Z,2016-02-08T10:09:26.000Z,1.5,13,10003,10199
2016-02-13T13:35:30.000Z,2016-02-13T13:49:20.000Z,2.44,11.5,10017,10012
2016-02-02T09:20:14.000Z,2016-02-02T09:25:46.000Z,0.76,5.5,10001,10001
2016-02-29T14:50:23.000Z,2016-02-29T15:16:47.000Z,7.02,25,10006,10021
2016-02-20T21:59:31.000Z,2016-02-20T22:19:40.000Z,8.88,26.5,11371,10025
2016-02-22T08:23:22.000Z,2016-02-22T08:26:54.000Z,0.8,5,10021,10029
2016-02-25T12:45:34.000Z,2016-02-25T12:56:10.000Z,1.66,9,10014,10018
2016-02-24T10:06:07.000Z,2016-02-24T10:23:37.000Z,1.8,12,10003,10154
2016-02-19T08:51:38.000Z,2016-02-19T08:55:41.000Z,1.08,5.5,10019,10023
2016-02-21T18:20:46.000Z,2016-02-21T18:33:58.000Z,3.2,12,11201,11222
2016-02-20T18:09:37.000Z,2016-02-20T18:26:03.000Z,1.02,11,10111,10018
2016-02-11T03:15:43.000Z,2016-02-11T03:18:58.000Z,0.8,4.5,10044,10028
2016-02-13T19:21:09.000Z,2016-02-13T19:35:28.000Z,1.8,10.5,10012,10009
2016-02-01T18:45:48.000Z,2016-02-01T19:02:25.000Z,2.88,13.5,10021,10018
2016-02-07T01:16:18.000Z,2016-02-07T01:19:17.000Z,0.4,4,10111,10020
2016-02-04T15:27:52.000Z,2016-02-04T15:42:11.000Z,1.9,11,10028,10023
2016-02-23T15:48:34.000Z,2016-02-23T15:57:30.000Z,1.3,7.5,10153,10021
2016-02-05T12:05:58.000Z,2016-02-05T12:17:31.000Z,0.6,8,10021,10021
2016-02-02T18:50:33.000Z,2016-02-02T18:57:20.000Z,1.05,6.5,10003,10003
2016-02-15T21:22:51.000Z,2016-02-15T21:26:48.000Z,0.9,5,10152,10110
2016-02-08T19:03:16.000Z,2016-02-08T19:18:24.000Z,4.9,17,10002,11109
2016-02-21T03:56:27.000Z,2016-02-21T04:05:54.000Z,2.03,9.5,10002,10014
2016-02-18T01:20:44.000Z,2016-02-18T01:24:38.000Z,0.86,5,10027,10027
2016-02-13T17:35:32.000Z,2016-02-13T17:40:36.000Z,0.61,5,10014,10011
2016-02-12T05:58:42.000Z,2016-02-12T06:35:13.000Z,21,52,10282,11422
2016-02-05T05:22:01.000Z,2016-02-05T05:25:14.000Z,0.73,4.5,10022,10065
2016-02-11T14:13:27.000Z,2016-02-11T14:24:15.000Z,1.15,8.5,10119,10001
2016-02-29T09:30:56.000Z,2016-02-29T09:58:44.000Z,3.44,18.5,10011,10065
2016-02-16T12:49:07.000Z,2016-02-16T13:20:25.000Z,12.9,37,11370,10463
2016-02-14T19:20:56.000Z,2016-02-14T19:28:27.000Z,1.2,6.5,10003,10014
2016-02-23T13:42:53.000Z,2016-02-23T13:47:23.000Z,0.95,5,10199,10011
2016-02-04T20:02:49.000Z,2016-02-04T20:14:42.000Z,1.12,9,10110,10001
2016-02-08T23:15:42.000Z,2016-02-08T23:25:12.000Z,2.67,10.5,10103,10014
2016-02-26T16:06:07.000Z,2016-02-26T16:32:07.000Z,2.7,17,10028,10110
2016-02-29T18:18:36.000Z,2016-02-29T18:29:52.000Z,1.78,9.5,10022,10153
2016-02-10T18:15:28.000Z,2016-02-10T18:25:02.000Z,2.3,10,10282,10011
2016-02-11T13:53:21.000Z,2016-02-11T14:07:36.000Z,2.9,12.5,10115,10028
2016-02-16T16:44:04.000Z,2016-02-16T16:51:45.000Z,1.14,7,10011,10199
2016-02-29T13:31:53.000Z,2016-02-29T13:35:45.000Z,0.6,4.5,10023,10019
2016-02-10T05:06:32.000Z,2016-02-10T05:26:52.000Z,8.8,26,10025,11371
2016-02-06T20:45:54.000Z,2016-02-06T21:16:35.000Z,5.97,23.5,10271,10153
2016-02-06T19:17:47.000Z,2016-02-06T19:31:28.000Z,2.14,10.5,10011,10018
2016-02-07T02:03:45.000Z,2016-02-07T02:12:31.000Z,2.22,9,10003,10154
2016-02-07T18:30:04.000Z,2016-02-07T18:32:35.000Z,0.64,4,10001,10001
2016-02-11T16:53:33.000Z,2016-02-11T17:28:57.000Z,6.13,26,10012,10025
2016-02-04T21:39:55.000Z,2016-02-04T21:51:03.000Z,1.05,8.5,10022,10020
2016-02-02T11:53:14.000Z,2016-02-02T12:00:20.000Z,0.84,6.5,10003,10011
2016-02-14T20:59:44.000Z,2016-02-14T21:12:29.000Z,2.49,11.5,10025,10019
2016-02-21T18:18:52.000Z,2016-02-21T18:42:31.000Z,8.7,26.5,10028,11371
2016-02-09T14:38:21.000Z,2016-02-09T14:49:10.000Z,1.88,9,10001,10012
2016-02-20T05:19:43.000Z,2016-02-20T05:22:27.000Z,0.59,4.5,10017,10167
2016-02-18T07:42:53.000Z,2016-02-18T07:51:47.000Z,2.48,9.5,10021,10018
2016-02-03T20:08:23.000Z,2016-02-03T20:22:47.000Z,1.6,10.5,10009,10002
2016-02-09T06:53:49.000Z,2016-02-09T06:58:31.000Z,0.9,5.5,10001,10110
2016-02-02T23:49:17.000Z,2016-02-03T00:02:31.000Z,2.9,12.5,10278,11217
2016-02-04T08:07:36.000Z,2016-02-04T08:20:11.000Z,1.2,9,10021,10162
2016-02-19T08:20:33.000Z,2016-02-19T08:33:25.000Z,1.4,9.5,10021,10022
2016-02-06T14:38:58.000Z,2016-02-06T14:45:03.000Z,2.32,8.5,10002,11211
2016-02-16T22:31:11.000Z,2016-02-16T22:42:50.000Z,1.78,9.5,10111,10016
2016-02-18T23:28:59.000Z,2016-02-18T23:33:20.000Z,0.63,4.5,10119,10018
2016-02-28T23:02:47.000Z,2016-02-28T23:06:01.000Z,1.1,5,10103,10171
2016-02-08T21:05:34.000Z,2016-02-08T21:14:10.000Z,1.21,7,10022,10017
2016-02-26T14:44:55.000Z,2016-02-26T14:59:33.000Z,1.59,10.5,10162,10021
2016-02-17T01:57:16.000Z,2016-02-17T02:09:22.000Z,2.81,12,10119,10009
2016-02-02T15:42:37.000Z,2016-02-02T15:49:37.000Z,0.8,6.5,10023,10021
2016-02-10T06:59:29.000Z,2016-02-10T07:05:20.000Z,1.28,6.5,10119,10018
2016-02-21T11:22:29.000Z,2016-02-21T11:25:24.000Z,0.72,4.5,10153,10021
2016-02-04T10:12:24.000Z,2016-02-04T10:20:20.000Z,1.12,7,10011,10009
2016-02-03T12:32:16.000Z,2016-02-03T12:55:10.000Z,1.8,14.5,10001,10017
2016-02-26T14:27:23.000Z,2016-02-26T14:37:43.000Z,1.71,9,10012,10282
2016-02-07T04:24:55.000Z,2016-02-07T04:35:06.000Z,3.1,11.5,10005,11205
2016-02-03T21:56:55.000Z,2016-02-03T22:08:53.000Z,3.46,12,10199,10023
2016-02-01T07:50:59.000Z,2016-02-01T07:55:03.000Z,0.56,4.5,10110,10110
2016-02-02T17:34:43.000Z,2016-02-02T17:41:28.000Z,1.2,6.5,10167,10167
2016-02-25T07:40:39.000Z,2016-02-25T07:46:39.000Z,0.5,5.5,10119,10199
2016-02-22T22:07:50.000Z,2016-02-22T22:18:42.000Z,1.8,9.5,10001,10103
2016-02-09T22:39:52.000Z,2016-02-09T22:54:33.000Z,3.23,13,10022,10011
2016-02-29T13:32:04.000Z,2016-02-29T13:45:20.000Z,1.1,9.5,10103,10110
2016-02-18T09:21:33.000Z,2016-02-18T09:24:09.000Z,0.4,4,10017,10017
2016-02-25T08:17:04.000Z,2016-02-25T08:33:14.000Z,1.81,11.5,10022,10119
2016-02-25T18:24:14.000Z,2016-02-25T18:47:27.000Z,2.9,16,10044,10001
2016-02-18T17:18:09.000Z,2016-02-18T17:30:46.000Z,1.6,10,10011,10020
2016-02-15T14:27:44.000Z,2016-02-15T15:16:59.000Z,10.3,37,11370,11215
2016-02-14T17:06:40.000Z,2016-02-14T17:23:23.000Z,1.63,8.5,10023,10025
2016-02-18T22:47:24.000Z,2016-02-18T22:50:09.000Z,0.48,4,10002,10012
2016-02-05T21:54:47.000Z,2016-02-05T22:16:28.000Z,3.65,16,10103,10278
2016-02-27T22:25:24.000Z,2016-02-27T22:49:50.000Z,4.91,20,10012,11215
2016-02-06T21:47:33.000Z,2016-02-06T21:56:24.000Z,1.45,7.5,10110,10001
2016-02-10T20:47:38.000Z,2016-02-10T20:56:36.000Z,1.5,8,10110,10199
2016-02-12T11:09:57.000Z,2016-02-12T11:35:32.000Z,5.4,21,10023,10282
2016-02-05T00:49:42.000Z,2016-02-05T01:03:31.000Z,4.4,15,10280,10018
2016-02-05T10:05:20.000Z,2016-02-05T10:13:48.000Z,0.77,7,10103,10167
2016-02-24T15:36:10.000Z,2016-02-24T15:38:19.000Z,0.4,3.5,10025,10025
2016-02-28T14:24:33.000Z,2016-02-28T14:27:10.000Z,0.47,4,10003,10011
2016-02-20T08:51:03.000Z,2016-02-20T08:55:36.000Z,0.41,4.5,10044,10028
2016-02-03T03:48:32.000Z,2016-02-03T04:08:18.000Z,7.1,21.5,10012,11103
2016-02-07T03:06:35.000Z,2016-02-07T03:15:54.000Z,1.64,8.5,10009,10011
2016-02-08T22:51:47.000Z,2016-02-08T23:13:15.000Z,9.09,27.5,11371,10119
2016-02-13T21:16:33.000Z,2016-02-13T21:41:11.000Z,3.93,17.5,10111,10007
2016-02-04T22:30:19.000Z,2016-02-04T22:41:03.000Z,0.66,8,10017,10017
2016-02-20T01:33:55.000Z,2016-02-20T02:00:09.000Z,6.32,23,10271,11221
2016-02-25T07:26:30.000Z,2016-02-25T07:33:34.000Z,1.31,7,10199,10020
2016-02-27T12:16:31.000Z,2016-02-27T12:29:36.000Z,4.02,15,10021,10002
2016-02-10T15:03:56.000Z,2016-02-10T15:19:42.000Z,1.48,11,10065,10110
2016-02-28T19:27:55.000Z,2016-02-28T19:35:48.000Z,1,7,10025,10026
2016-02-25T13:24:32.000Z,2016-02-25T13:27:34.000Z,0.63,4.5,10011,10014
2016-02-11T15:02:59.000Z,2016-02-11T15:58:20.000Z,12.9,45,11371,10018
2016-02-21T14:41:30.000Z,2016-02-21T15:01:29.000Z,3.05,14.5,10110,10012
2016-02-24T16:40:51.000Z,2016-02-24T16:52:32.000Z,1.8,10,10025,10162
2016-02-11T17:50:20.000Z,2016-02-11T18:15:16.000Z,1.2,15,10011,10199
2016-02-20T11:59:52.000Z,2016-02-20T12:12:46.000Z,2.73,11.5,10016,10013
2016-02-14T10:01:54.000Z,2016-02-14T10:06:02.000Z,0.87,5,10018,10020
2016-02-14T20:16:07.000Z,2016-02-14T20:23:00.000Z,0.7,4.5,10014,10199
2016-02-13T02:11:41.000Z,2016-02-13T02:17:25.000Z,1,6,10003,10011
2016-02-24T21:15:11.000Z,2016-02-24T21:19:48.000Z,0.5,5,10003,10003
2016-02-14T01:42:15.000Z,2016-02-14T01:49:44.000Z,1.09,7,10002,10012
2016-02-23T06:26:48.000Z,2016-02-23T06:50:16.000Z,9.19,28,11422,11236
2016-02-19T15:48:12.000Z,2016-02-19T15:57:33.000Z,0.97,7.5,10001,10018
2016-02-21T12:37:18.000Z,2016-02-21T12:52:53.000Z,2.88,12.5,10154,10011
2016-02-06T23:20:44.000Z,2016-02-06T23:35:19.000Z,1.96,10.5,10017,10019
2016-02-07T02:51:58.000Z,2016-02-07T02:55:22.000Z,0.6,4.5,10003,10009
2016-02-20T12:57:41.000Z,2016-02-20T13:30:36.000Z,5.2,23,10028,10001
2016-02-06T07:51:29.000Z,2016-02-06T07:58:50.000Z,2,8,10017,10021
2016-02-18T07:37:57.000Z,2016-02-18T07:58:21.000Z,3.3,15.5,10029,10019
2016-02-07T01:40:19.000Z,2016-02-07T01:52:29.000Z,3.47,12.5,10199,11109
2016-02-13T13:52:20.000Z,2016-02-13T14:09:15.000Z,2.1,12,10153,10001
2016-02-08T10:01:04.000Z,2016-02-08T10:27:53.000Z,10.67,31,11371,10153
2016-02-18T18:18:17.000Z,2016-02-18T18:35:57.000Z,2.9,13.5,10119,10023
2016-02-17T16:14:12.000Z,2016-02-17T16:20:19.000Z,1.19,6,10001,10012
2016-02-06T20:11:38.000Z,2016-02-06T20:27:15.000Z,2.9,13,10021,10001
2016-02-06T16:12:24.000Z,2016-02-06T16:19:27.000Z,1.41,7,10022,10018
2016-02-03T17:08:01.000Z,2016-02-03T17:24:08.000Z,1.43,11,10119,10019
2016-02-15T18:17:09.000Z,2016-02-15T18:37:14.000Z,6.94,21.5,10020,11377
2016-02-15T17:48:24.000Z,2016-02-15T17:53:22.000Z,0.7,5,10011,10009
2016-02-27T11:02:25.000Z,2016-02-27T11:10:28.000Z,0.98,7,10119,10018
2016-02-14T17:30:26.000Z,2016-02-14T17:39:07.000Z,1,7,10018,10110
2016-02-21T04:50:51.000Z,2016-02-21T04:54:45.000Z,0.8,5,10002,10038
2016-02-11T16:50:33.000Z,2016-02-11T16:57:47.000Z,0.41,6,10011,10003
2016-02-04T14:09:44.000Z,2016-02-04T14:21:32.000Z,1.56,9,10014,10003
2016-02-29T09:34:48.000Z,2016-02-29T09:46:37.000Z,1.5,9.5,10021,10022
2016-02-24T07:29:46.000Z,2016-02-24T07:34:32.000Z,0.7,5,10282,10013
2016-02-04T19:09:13.000Z,2016-02-04T20:21:01.000Z,1.5,39,10103,10018
2016-02-13T14:47:46.000Z,2016-02-13T14:56:27.000Z,1.1,7,10003,10012
2016-02-11T21:22:53.000Z,2016-02-11T21:27:23.000Z,0.6,5,10002,10002
2016-02-15T11:52:44.000Z,2016-02-15T12:03:00.000Z,1.04,8,10017,10111
2016-02-23T08:23:15.000Z,2016-02-23T08:43:55.000Z,1.7,13.5,10153,10044
2016-02-13T10:08:16.000Z,2016-02-13T10:18:46.000Z,1.27,8.5,10017,10119
2016-02-25T18:06:11.000Z,2016-02-25T18:31:23.000Z,3.9,16.5,10003,10282
2016-02-15T02:51:37.000Z,2016-02-15T02:59:33.000Z,2.24,8.5,10002,10017
2016-02-01T20:05:00.000Z,2016-02-01T20:13:20.000Z,1.54,8,10023,10065
2016-02-06T13:27:54.000Z,2016-02-06T13:30:48.000Z,0.6,4.5,10009,10003
2016-02-26T20:34:03.000Z,2016-02-26T20:37:32.000Z,0.67,4.5,10023,10023
2016-02-14T00:15:23.000Z,2016-02-14T00:26:49.000Z,2.8,10.5,11237,11206
2016-02-29T12:04:10.000Z,2016-02-29T12:13:00.000Z,1.2,7.5,10003,10011
2016-02-28T04:06:55.000Z,2016-02-28T04:11:46.000Z,1.37,6.5,10001,10103
2016-02-17T19:31:29.000Z,2016-02-17T19:43:08.000Z,2.67,11,10012,11205
2016-02-09T15:28:42.000Z,2016-02-09T15:50:31.000Z,2.6,15,10012,10167
2016-02-26T18:14:29.000Z,2016-02-26T18:30:00.000Z,2.24,11.5,10020,10023
2016-02-25T10:31:12.000Z,2016-02-25T10:59:03.000Z,6.27,24.5,10013,10021
2016-02-07T01:11:36.000Z,2016-02-07T01:31:01.000Z,4.4,17,10009,10069
2016-02-05T21:53:21.000Z,2016-02-05T22:02:07.000Z,0.94,7,10020,10018
2016-02-18T12:29:56.000Z,2016-02-18T12:41:58.000Z,1.07,9,10020,10110
2016-02-26T21:18:10.000Z,2016-02-26T21:59:59.000Z,11.6,40,11371,10019
2016-02-09T14:44:33.000Z,2016-02-09T15:00:37.000Z,1.39,11,10110,10065
2016-02-21T18:00:19.000Z,2016-02-21T18:08:02.000Z,1.3,7,10011,10014
2016-02-16T19:22:17.000Z,2016-02-16T19:47:12.000Z,6.9,24.5,10171,11201
2016-02-12T22:42:01.000Z,2016-02-12T23:07:56.000Z,9.1,29,10011,10032
2016-02-13T04:36:48.000Z,2016-02-13T04:48:26.000Z,4.6,14,10002,10028
2016-02-12T08:53:32.000Z,2016-02-12T09:02:12.000Z,0.9,7,10017,10152
2016-02-01T17:57:08.000Z,2016-02-01T18:21:29.000Z,3.18,16,10103,10012
2016-02-20T19:49:33.000Z,2016-02-20T19:58:39.000Z,1.2,7.5,10065,10020
2016-02-11T18:34:33.000Z,2016-02-11T18:52:49.000Z,1.6,12,10017,10018
2016-02-18T23:37:34.000Z,2016-02-18T23:40:17.000Z,0.3,4,10110,10110
2016-02-16T16:28:27.000Z,2016-02-16T16:48:19.000Z,1.99,13.5,10119,10171
2016-02-12T00:36:20.000Z,2016-02-12T00:38:42.000Z,0.49,4,10018,10110
2016-02-13T11:56:05.000Z,2016-02-13T12:12:02.000Z,1.68,11,10111,10001
2016-02-28T19:30:32.000Z,2016-02-28T19:40:16.000Z,2.15,9.5,10026,10021
2016-02-09T19:52:32.000Z,2016-02-09T20:00:05.000Z,0.9,6.5,10018,10110
2016-02-06T02:54:57.000Z,2016-02-06T03:04:08.000Z,2.51,10,10019,10025
2016-02-20T16:58:58.000Z,2016-02-20T17:06:19.000Z,1.1,7,10009,10001
2016-02-13T09:59:38.000Z,2016-02-13T10:09:34.000Z,1.6,8.5,11103,11103
2016-02-14T13:39:49.000Z,2016-02-14T13:51:56.000Z,2.23,10.5,10023,10028
2016-02-29T23:51:20.000Z,2016-02-29T23:57:41.000Z,0.91,6.5,10153,10065
2016-02-28T13:22:22.000Z,2016-02-28T13:37:34.000Z,2,12,10162,10103
2016-02-25T18:26:57.000Z,2016-02-25T18:39:34.000Z,1,9,10119,10110
2016-02-16T10:15:53.000Z,2016-02-16T10:19:58.000Z,0.76,5,10162,10023
2016-02-18T22:58:45.000Z,2016-02-18T23:14:13.000Z,1.7,11,10022,10018
2016-02-24T15:46:06.000Z,2016-02-24T15:54:48.000Z,1.6,8,10011,10013
2016-02-20T02:13:52.000Z,2016-02-20T02:22:31.000Z,1,7.5,10003,10002
2016-02-15T23:12:05.000Z,2016-02-15T23:25:06.000Z,2.6,12,10153,11106
2016-02-08T19:25:10.000Z,2016-02-08T19:29:46.000Z,0.74,5,10018,10103
2016-02-28T17:34:28.000Z,2016-02-28T18:09:16.000Z,6.55,26,10003,11237
2016-02-24T10:23:52.000Z,2016-02-24T10:55:08.000Z,4.4,21,10069,10012
2016-02-28T17:41:54.000Z,2016-02-28T17:56:40.000Z,2.51,11.5,10023,10022
2016-02-07T23:26:06.000Z,2016-02-07T23:32:13.000Z,2.39,9,10017,10028
2016-02-23T09:17:05.000Z,2016-02-23T09:21:47.000Z,0.66,5,10110,10171
2016-02-09T20:58:25.000Z,2016-02-09T21:01:07.000Z,0.61,4,10028,10028
2016-02-08T13:21:48.000Z,2016-02-08T13:36:50.000Z,2.09,11.5,10019,10110
2016-02-04T20:20:45.000Z,2016-02-04T20:50:03.000Z,12.3,36,11422,11238
2016-02-18T14:43:29.000Z,2016-02-18T15:01:05.000Z,2.1,12,10001,10002
2016-02-10T21:58:23.000Z,2016-02-10T22:13:47.000Z,3.62,14,10154,10162
2016-02-11T18:38:17.000Z,2016-02-11T18:56:22.000Z,1.2,12,10110,10110
2016-02-16T13:51:16.000Z,2016-02-16T14:12:22.000Z,1.21,13,10001,10199
2016-02-24T12:44:40.000Z,2016-02-24T12:54:55.000Z,0.7,7.5,10017,10016
2016-02-12T02:11:45.000Z,2016-02-12T02:21:34.000Z,3.57,12,10278,10110
2016-02-06T15:06:48.000Z,2016-02-06T15:10:23.000Z,0.85,5,10065,10021
2016-02-10T16:55:46.000Z,2016-02-10T17:05:06.000Z,1.97,9,10153,10023
2016-02-27T18:50:29.000Z,2016-02-27T19:01:58.000Z,1.88,9.5,10017,10065
2016-02-16T18:04:46.000Z,2016-02-16T18:12:08.000Z,1.04,7,10009,10002
2016-02-20T01:09:45.000Z,2016-02-20T01:26:17.000Z,2.15,12,10012,10016
2016-02-21T11:53:25.000Z,2016-02-21T11:58:58.000Z,1.4,6.5,10025,10023
2016-02-24T11:31:23.000Z,2016-02-24T11:57:31.000Z,2.4,16.5,10022,10119
2016-02-15T15:37:29.000Z,2016-02-15T16:05:55.000Z,5.32,21.5,10038,10023
2016-02-16T10:48:18.000Z,2016-02-16T10:52:16.000Z,0.9,5,11102,11106
2016-02-25T07:19:27.000Z,2016-02-25T07:37:04.000Z,2.2,13,10069,10021
2016-02-23T23:14:29.000Z,2016-02-23T23:19:55.000Z,0.79,5.5,10003,10012
2016-02-08T17:52:02.000Z,2016-02-08T18:01:31.000Z,1.6,8.5,10016,10003
2016-02-10T16:35:32.000Z,2016-02-10T16:41:19.000Z,1.2,6.5,10199,10011
2016-02-22T11:40:39.000Z,2016-02-22T12:05:04.000Z,4.8,20.5,11217,10003
2016-02-22T19:11:33.000Z,2016-02-22T19:27:17.000Z,7.8,23.5,10028,10006
2016-02-25T12:39:54.000Z,2016-02-25T12:51:46.000Z,1.4,9,10003,10009
2016-02-27T19:48:59.000Z,2016-02-27T19:59:47.000Z,1.5,9,10037,10454
2016-02-21T23:05:40.000Z,2016-02-21T23:41:32.000Z,21.73,52,11422,10023
2016-02-27T18:18:51.000Z,2016-02-27T18:23:34.000Z,0.86,5.5,10019,10023
2016-02-03T21:03:24.000Z,2016-02-03T21:12:57.000Z,2,8.5,10018,10023
2016-02-21T14:19:33.000Z,2016-02-21T14:32:07.000Z,0.93,8,10022,10020
2016-02-27T17:41:04.000Z,2016-02-27T17:44:10.000Z,0.5,4,10282,10007
2016-02-11T10:58:08.000Z,2016-02-11T11:27:51.000Z,17.89,48.5,10019,11371
2016-02-16T17:38:45.000Z,2016-02-16T17:55:58.000Z,2.7,13,10017,10029
2016-02-23T21:18:58.000Z,2016-02-23T21:25:05.000Z,1.03,6,10018,10001
2016-02-17T18:40:58.000Z,2016-02-17T19:00:38.000Z,2.87,14.5,10018,10021
2016-02-29T19:08:32.000Z,2016-02-29T19:32:50.000Z,3.9,18,10003,11217
2016-02-13T23:17:14.000Z,2016-02-13T23:29:09.000Z,1.4,9,10012,10009
2016-02-05T20:36:23.000Z,2016-02-05T20:55:38.000Z,2.3,13.5,10011,10278
2016-02-15T21:58:29.000Z,2016-02-15T22:01:29.000Z,0.5,4,10154,10167
2016-02-09T12:31:17.000Z,2016-02-09T12:45:25.000Z,0.7,9.5,10020,10153
2016-02-12T12:03:31.000Z,2016-02-12T12:15:09.000Z,1.5,9,10110,10003
2016-02-19T02:15:52.000Z,2016-02-19T02:19:55.000Z,0.8,5,10110,10001
2016-02-04T10:40:34.000Z,2016-02-04T11:15:08.000Z,11.16,32.5,11371,10171
2016-02-18T22:35:19.000Z,2016-02-18T22:50:11.000Z,2.3,11.5,10013,10009
2016-02-24T19:39:58.000Z,2016-02-24T19:58:10.000Z,2.52,13,10167,10011
2016-02-18T19:42:48.000Z,2016-02-18T19:54:42.000Z,1.59,9.5,10013,10002
2016-02-18T17:19:22.000Z,2016-02-18T18:07:43.000Z,13.83,45,10007,11375
2016-02-08T15:31:13.000Z,2016-02-08T15:37:57.000Z,1.51,7.5,10199,10001
2016-02-08T07:18:53.000Z,2016-02-08T07:32:56.000Z,3.4,13,10110,10013
2016-02-29T06:35:06.000Z,2016-02-29T06:42:46.000Z,1.3,7.5,10011,10014
2016-02-04T14:29:03.000Z,2016-02-04T14:35:32.000Z,0.7,6,10021,10065
2016-02-06T23:50:53.000Z,2016-02-07T00:23:55.000Z,8.17,28.5,10001,11233
2016-02-18T20:31:14.000Z,2016-02-18T21:05:00.000Z,7.07,27.5,10014,11237
2016-02-05T15:49:42.000Z,2016-02-05T15:54:43.000Z,0.5,5,10009,10003
2016-02-13T22:56:43.000Z,2016-02-13T23:08:22.000Z,0.9,8,10018,10103
2016-02-14T16:13:10.000Z,2016-02-14T16:44:58.000Z,7.79,27,10020,11385
2016-02-01T09:23:11.000Z,2016-02-01T09:35:03.000Z,1.57,9,10103,10199
2016-02-29T23:23:23.000Z,2016-02-29T23:42:33.000Z,3.5,15.5,10001,10162
2016-02-28T07:12:25.000Z,2016-02-28T07:20:03.000Z,1.7,8,10167,10044
2016-02-16T18:59:30.000Z,2016-02-16T19:16:42.000Z,2.9,13.5,10012,10154
2016-02-28T20:35:02.000Z,2016-02-28T20:48:49.000Z,2.1,10.5,10017,10011
2016-02-04T22:28:49.000Z,2016-02-04T22:54:23.000Z,10.46,31.5,11371,11216
2016-02-19T22:49:45.000Z,2016-02-19T23:05:19.000Z,1.7,11.5,10011,10110
2016-02-27T19:55:53.000Z,2016-02-27T20:10:06.000Z,1.3,10,10199,10018
2016-02-05T21:06:33.000Z,2016-02-05T21:22:20.000Z,2.71,12.5,11231,11215
2016-02-10T15:10:37.000Z,2016-02-10T15:44:36.000Z,9,31,10020,11370
2016-02-19T14:29:09.000Z,2016-02-19T14:51:34.000Z,3.9,17,10006,11201
2016-02-09T19:44:24.000Z,2016-02-09T19:55:03.000Z,1.19,8.5,10013,10002
2016-02-05T08:40:31.000Z,2016-02-05T08:59:42.000Z,2.86,14,10003,10021
2016-02-15T14:31:04.000Z,2016-02-15T14:36:02.000Z,0.94,5.5,10013,10014
2016-02-07T09:01:07.000Z,2016-02-07T09:27:50.000Z,8.39,28.5,10023,11205
2016-02-17T19:00:25.000Z,2016-02-17T19:15:26.000Z,1.5,10.5,10012,10110
2016-02-13T22:10:53.000Z,2016-02-13T22:21:47.000Z,1.47,8.5,10110,10153
2016-02-08T09:48:10.000Z,2016-02-08T10:09:13.000Z,2,14.5,10029,10153
2016-02-21T01:26:48.000Z,2016-02-21T01:33:59.000Z,2.04,8.5,10021,10017
2016-02-29T00:34:43.000Z,2016-02-29T01:03:56.000Z,8.2,28,10018,11233
2016-02-25T23:21:22.000Z,2016-02-25T23:41:51.000Z,10.4,30,11371,10154
2016-02-14T15:53:40.000Z,2016-02-14T16:18:42.000Z,4.4,19,10003,10028
2016-02-05T15:29:54.000Z,2016-02-05T15:39:46.000Z,1.4,8,10021,10021
2016-02-11T09:03:28.000Z,2016-02-11T09:27:29.000Z,4.27,19,11104,10028
2016-02-11T17:45:11.000Z,2016-02-11T18:06:47.000Z,5.1,18.5,10009,11222
2016-02-01T22:12:11.000Z,2016-02-01T22:24:36.000Z,3.7,13,10110,10026
2016-02-07T22:28:36.000Z,2016-02-07T22:35:22.000Z,1.6,7.5,11205,11206
2016-02-25T07:07:09.000Z,2016-02-25T07:16:31.000Z,1.58,8,10119,10023
2016-02-28T19:09:26.000Z,2016-02-28T19:24:26.000Z,2.68,12,10002,10014
2016-02-04T13:47:58.000Z,2016-02-04T13:58:41.000Z,1.4,8.5,10199,10018
2016-02-04T16:59:10.000Z,2016-02-04T17:25:10.000Z,5.29,22,10019,10002
2016-02-04T18:38:16.000Z,2016-02-04T18:45:20.000Z,2.07,8,10023,10025
2016-02-05T23:42:38.000Z,2016-02-05T23:46:30.000Z,0.6,4.5,10018,10018
2016-02-29T22:40:32.000Z,2016-02-29T22:56:26.000Z,3.7,14,10119,10028
2016-02-22T08:16:32.000Z,2016-02-22T08:27:21.000Z,2.3,10,10119,10012
2016-02-26T19:53:02.000Z,2016-02-26T20:02:18.000Z,2.12,9,10112,10023
2016-02-08T11:03:54.000Z,2016-02-08T11:30:51.000Z,3.2,17.5,10003,10018
2016-02-09T13:33:39.000Z,2016-02-09T13:44:52.000Z,1.4,8.5,10001,10014
2016-02-10T18:00:13.000Z,2016-02-10T18:23:53.000Z,4.02,18.5,10119,10278
2016-02-12T07:46:39.000Z,2016-02-12T08:00:29.000Z,2.3,11,10018,10021
2016-02-29T17:08:41.000Z,2016-02-29T17:18:46.000Z,1.9,9,10001,10013
2016-02-24T12:59:47.000Z,2016-02-24T13:09:18.000Z,1.91,9,10044,10162
